s,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",24-02-2026 15:00,12.938539,77.5901,NH3,3,6,4
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",24-02-2026 15:00,28.422681,77.148944,OZONE,5,105,33
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",24-02-2026 15:00,28.4227,77.0667,PM2.5,100,500,330
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",24-02-2026 15:00,28.4227,77.0667,NH3,9,14,12
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",24-02-2026 15:00,28.4227,77.0667,OZONE,3,15,11
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",24-02-2026 15:00,28.4275,77.1465,PM2.5,304,460,350
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",24-02-2026 15:00,28.4275,77.1465,OZONE,10,38,24
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",24-02-2026 15:00,28.4501238,77.0263051,PM2.5,164,500,354
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",24-02-2026 15:00,28.4501238,77.0263051,NO2,9,45,26
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",24-02-2026 15:00,12.7816279,77.6299145,OZONE,21,23,22
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",24-02-2026 15:00,13.0270199,77.494094,CO,6,44,11
India,Karnataka,Bengaluru,"Peenya, Bengaluru - CPCB",24-02-2026 15:00,13.0270199,77.494094,OZONE,26,27,26
India,Karnataka,Bengaluru,"RVCE-Mailasandra, Bengaluru - KSPCB",24-02-2026 15:00,12.921418,77.502466,PM2.5,29,500,153
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",24-02-2026 15:00,13.0246342,77.5080115,NH3,3,3,3
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",24-02-2026 15:00,13.0246342,77.5080115,CO,NA,NA,NA
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",24-02-2026 15:00,12.917348,77.622813,PM10,NA,NA,NA
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",24-02-2026 15:00,12.917348,77.622813,NO2,NA,NA,NA
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",24-02-2026 15:00,29.966942,76.875879,PM2.5,166,247,202
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",24-02-2026 15:00,23.233584,77.400574,NO2,19,63,32
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",24-02-2026 15:00,23.233584,77.400574,CO,29,89,40
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",24-02-2026 15:00,23.233584,77.400574,OZONE,24,107,95
India,Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",24-02-2026 15:00,23.81748678,79.446246,PM2.5,1,20,6
India,Madhya Pradesh,Damoh,"Shrivastav Colony, Damoh - MPPCB",24-02-2026 15:00,23.81748678,79.446246,PM10,9,30,19
India,Madhya Pradesh,Gwalior,"City Center, Gwalior - MPPCB",24-02-2026 15:00,26.203442,78.193251,NH3,3,4,4
India,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",24-02-2026 15:00,26.259242,78.216432,PM2.5,16,314,121
India,Madhya Pradesh,Gwalior,"Deen Dayal Nagar, Gwalior - MPPCB",24-02-2026 15:00,26.259242,78.216432,PM10,36,255,124
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",24-02-2026 15:00,8.5149093,76.9435879,NO2,NA,NA,NA
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",24-02-2026 15:00,8.5149093,76.9435879,SO2,9,27,19
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",24-02-2026 15:00,10.5324,76.2159,NO2,6,8,7
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",24-02-2026 15:00,10.5324,76.2159,OZONE,30,31,31
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",24-02-2026 15:00,23.264759,77.381568,PM2.5,13,83,41
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",24-02-2026 15:00,23.264759,77.381568,CO,22,39,30
India,Madhya Pradesh,Bhopal,"Paryavaran Parisar, Bhopal - MPPCB",24-02-2026 15:00,23.210494,77.425409,NO2,13,84,38
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",24-02-2026 15:00,12.733409,77.298051,OZONE,20,64,34
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",24-02-2026 15:00,16.802639,75.722694,SO2,3,6,3
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",24-02-2026 15:00,16.802639,75.722694,CO,12,34,27
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",24-02-2026 15:00,16.7602,77.1428,NH3,2,2,2
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",24-02-2026 15:00,16.7602,77.1428,OZONE,18,28,20
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB",24-02-2026 15:00,11.875,75.3732,SO2,3,4,3
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",24-02-2026 15:00,11.55358,76.55521,NO2,14,36,22
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",24-02-2026 15:00,11.55358,76.55521,SO2,2,8,4
India,Karnataka,Chamarajanagar,"Urban, Chamarajanagar - KSPCB",24-02-2026 15:00,11.55358,76.55521,OZONE,13,38,23
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",24-02-2026 15:00,13.428828,77.731418,PM2.5,28,83,43
India,Karnataka,Chikkaballapur,"Chikkaballapur Rural, Chikkaballapur - KSPCB",24-02-2026 15:00,13.428828,77.731418,CO,6,26,11
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",24-02-2026 15:00,15.3714823,75.1160168,CO,6,29,18
India,Karnataka,Kalaburagi,"Mahatma Basaveswar Colony, Kalaburgi - KSPCB",24-02-2026 15:00,17.336318,76.847397,CO,39,56,44
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB",24-02-2026 15:00,12.415911,75.73505,PM2.5,27,52,41
India,Madhya Pradesh,Indore,"Airport Area, Indore - IMC",24-02-2026 15:00,22.7289,75.8076,CO,2,8,2
India,Madhya Pradesh,Indore,"Chhoti Gwaltoli, Indore - MPPCB",24-02-2026 15:00,22.431,75.5213,PM10,38,146,88
India,Madhya Pradesh,Indore,"Maguda Nagar, Indore - IMC",24-02-2026 15:00,22.7524,75.8872,PM10,20,223,59
India,Madhya Pradesh,Indore,"Maguda Nagar, Indore - IMC",24-02-2026 15:00,22.7524,75.8872,SO2,12,15,13
India,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",24-02-2026 15:00,26.200388,78.147714,PM2.5,35,302,94
India,Madhya Pradesh,Gwalior,"Maharaj Bada, Gwalior - MPPCB",24-02-2026 15:00,26.200388,78.147714,NO2,8,33,17
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",24-02-2026 15:00,15.3714823,75.1160168,NO2,11,11,11
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB",24-02-2026 15:00,15.3714823,75.1160168,NH3,2,2,2
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",24-02-2026 15:00,15.459706,75.008381,NH3,7,7,7
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB",24-02-2026 15:00,15.459706,75.008381,SO2,12,12,12
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",24-02-2026 15:00,19.8389439,75.244448,PM10,59,116,93
India,Maharashtra,Aurangabad,"More Chowk Waluj, Aurangabad - MPCB",24-02-2026 15:00,19.8389439,75.244448,NO2,15,23,19
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",24-02-2026 15:00,19.863756,75.321188,PM2.5,36,191,74
India,Maharashtra,Aurangabad,"Rachnakar Colony, Aurangabad - MPCB",24-02-2026 15:00,19.863756,75.321188,SO2,7,38,21
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",24-02-2026 15:00,19.16485,73.23409,SO2,4,14,8
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB",24-02-2026 15:00,19.16485,73.23409,OZONE,12,82,36
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",24-02-2026 15:00,19.0243902,73.0406721,PM2.5,9,265,92
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",24-02-2026 15:00,19.0243902,73.0406721,PM10,14,177,116
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",24-02-2026 15:00,19.0243902,73.0406721,NO2,3,63,40
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",24-02-2026 15:00,19.0243902,73.0406721,OZONE,1,96,32
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",24-02-2026 15:00,19.309073,73.057223,PM10,79,185,134
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB",24-02-2026 15:00,19.786089,72.757971,PM10,108,142,122
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",24-02-2026 15:00,19.9629,79.298714,NO2,29,30,29
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",24-02-2026 15:00,19.9629,79.298714,OZONE,26,26,26
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",24-02-2026 15:00,19.9775302,79.2337086,PM10,64,194,108
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",24-02-2026 15:00,20.918946,74.776388,PM2.5,48,103,77
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB",24-02-2026 15:00,20.918946,74.776388,NO2,5,49,17
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",24-02-2026 15:00,21.001264,75.565602,PM2.5,64,129,95
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",24-02-2026 15:00,21.001264,75.565602,PM10,60,135,108
India,Madhya Pradesh,Indore,"Maguda Nagar, Indore - IMC",24-02-2026 15:00,22.7524,75.8872,OZONE,19,20,19
India,Madhya Pradesh,Indore,"Regional Park, Indore - IMC",24-02-2026 15:00,22.678,75.8559,NO2,14,27,20
India,Madhya Pradesh,Indore,"Regional Park, Indore - IMC",24-02-2026 15:00,22.678,75.8559,CO,14,87,35
India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",24-02-2026 15:00,22.7084,75.8815,PM2.5,15,137,55
India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",24-02-2026 15:00,22.7084,75.8815,SO2,2,4,3
India,Madhya Pradesh,Indore,"Residency Area, Indore - IMC",24-02-2026 15:00,22.7084,75.8815,CO,26,101,41
India,Madhya Pradesh,Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC",24-02-2026 15:00,23.163174,79.973061,CO,2,9,7
India,Madhya Pradesh,Mandideep,"Sector-D Industrial Area, Mandideep - MPPCB",24-02-2026 15:00,23.10844,77.511428,NO2,49,118,92
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",24-02-2026 15:00,22.624758,75.675238,PM2.5,42,310,121
India,Madhya Pradesh,Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB",24-02-2026 15:00,22.624758,75.675238,CO,8,78,22
India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",24-02-2026 15:00,24.58434363,80.8549414,PM10,70,71,70
India,Madhya Pradesh,Jabalpur,"Gupteshwar, Jabalpur - JMC",24-02-2026 15:00,23.142888,79.916147,SO2,1,18,9
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",24-02-2026 15:00,23.168606,79.932247,PM2.5,35,167,78
India,Madhya Pradesh,Jabalpur,"Marhatal, Jabalpur - MPPCB",24-02-2026 15:00,23.168606,79.932247,CO,5,144,28
India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",24-02-2026 15:00,23.50016,80.23284,PM10,53,136,86
India,Madhya Pradesh,Katni,"Gole Bazar, Katni - MPPCB",24-02-2026 15:00,23.50016,80.23284,NH3,2,7,5
India,Madhya Pradesh,Satna,"Bandhavgar Colony, Satna - Birla Cement",24-02-2026 15:00,24.58434363,80.8549414,CO,14,42,28
India,Madhya Pradesh,Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB",24-02-2026 15:00,24.10897,82.64558,NH3,4,5,5
India,Madhya Pradesh,Ujjain,"Mahashweta Nagar, Ujjain - MPPCB",24-02-2026 15:00,23.1633321,75.800225,PM2.5,19,190,74
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB",24-02-2026 15:00,20.9402359,77.7895248,OZONE,10,54,34
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amravati - MPCB",24-02-2026 15:00,20.939198,77.765701,CO,26,57,38
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB",24-02-2026 15:00,19.87562,75.38731,PM2.5,23,188,74
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",24-02-2026 15:00,20.719516,77.000253,PM10,33,145,80
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB",24-02-2026 15:00,20.719516,77.000253,CO,16,34,18
India,Madhya Pradesh,Ujjain,"Mahashweta Nagar, Ujjain - MPPCB",24-02-2026 15:00,23.1633321,75.800225,OZONE,4,90,72
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",24-02-2026 15:00,19.083694,72.920967,PM10,113,145,124
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC",24-02-2026 15:00,19.083694,72.920967,CO,2,62,40
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",24-02-2026 15:00,19.2058,72.8682,PM2.5,6,15,11
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB",24-02-2026 15:00,19.2058,72.8682,NO2,30,30,30
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC",24-02-2026 15:00,19.215859,72.831718,SO2,3,20,9
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC",24-02-2026 15:00,19.215859,72.831718,CO,18,71,47
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",24-02-2026 15:00,19.0632143,72.8456324,SO2,2,3,3
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB",24-02-2026 15:00,19.0632143,72.8456324,OZONE,3,79,49
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",24-02-2026 15:00,19.1653323,72.922099,PM2.5,NA,NA,NA
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",24-02-2026 15:00,18.1023399,73.4783687,NH3,3,11,8
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB",24-02-2026 15:00,18.1023399,73.4783687,CO,19,46,30
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB",24-02-2026 15:00,20.555712,74.529236,CO,2,2,2
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",24-02-2026 15:00,19.296481,72.840923,PM10,43,131,81
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB",24-02-2026 15:00,19.296481,72.840923,SO2,13,16,15
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",24-02-2026 15:00,19.053536,72.84643,CO,19,82,45
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB",24-02-2026 15:00,19.065931,72.862131,PM2.5,50,217,94
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",24-02-2026 15:00,19.25292,73.142019,PM2.5,22,171,84
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",24-02-2026 15:00,19.25292,73.142019,PM10,23,128,82
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",24-02-2026 15:00,19.25292,73.142019,NO2,36,37,37
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",24-02-2026 15:00,16.7143745,74.2426398,NO2,NA,NA,NA
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",24-02-2026 15:00,16.7143745,74.2426398,NH3,NA,NA,NA
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",24-02-2026 15:00,16.7143745,74.2426398,CO,26,41,34
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",24-02-2026 15:00,16.7143745,74.2426398,OZONE,14,58,26
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",24-02-2026 15:00,18.39963,76.57452,PM2.5,33,72,49
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB",24-02-2026 15:00,18.39963,76.57452,NO2,13,64,31
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",24-02-2026 15:00,19.23241,72.86895,CO,75,98,89
India,Maharashtra,Mumbai,"Borivali East, Mumbai - MPCB",24-02-2026 15:00,19.2243333,72.8658113,NO2,NA,NA,NA
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",24-02-2026 15:00,18.9767,72.838,PM2.5,9,48,27
India,Maharashtra,Mumbai,"Byculla, Mumbai - BMC",24-02-2026 15:00,18.9767,72.838,NO2,35,105,57
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",24-02-2026 15:00,19.11074,72.86084,PM10,112,171,133
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",24-02-2026 15:00,19.0364585,72.8954371,PM2.5,62,90,74
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",24-02-2026 15:00,19.10861,72.83622,NH3,6,6,6
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",24-02-2026 15:00,19.10861,72.83622,SO2,48,52,50
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB",24-02-2026 15:00,19.10861,72.83622,CO,24,26,24
India,Maharashtra,Mumbai,"Worli, Mumbai -MPCB",24-02-2026 15:00,18.994218,72.8158167,PM10,68,110,91
India,Maharashtra,Mumbai,"Worli, Mumbai -MPCB",24-02-2026 15:00,18.994218,72.8158167,OZONE,13,88,57
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",24-02-2026 15:00,21.121801,79.04952,NH3,3,9,6
India,Maharashtra,Nagpur,"Ambazari, Nagpur - MPCB",24-02-2026 15:00,21.121801,79.04952,OZONE,10,78,41
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB",24-02-2026 15:00,19.175,72.9419,PM10,57,155,98
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",24-02-2026 15:00,19.000084,72.85673,OZONE,1,27,16
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC",24-02-2026 15:00,19.060498,72.923356,OZONE,1,41,14
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM",24-02-2026 15:00,19.000083,72.813993,CO,28,39,33
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB",24-02-2026 15:00,19.047,72.8746,PM2.5,33,65,47
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",24-02-2026 15:00,19.1653323,72.922099,CO,2,16,9
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",24-02-2026 15:00,19.0863,72.8888,NO2,NA,NA,NA
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",24-02-2026 15:00,19.0863,72.8888,CO,18,41,24
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",24-02-2026 15:00,19.0863,72.8888,OZONE,28,29,28
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",24-02-2026 15:00,19.19709,72.82204,PM2.5,39,100,76
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",24-02-2026 15:00,19.19709,72.82204,CO,23,54,39
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB",24-02-2026 15:00,19.0364585,72.8954371,OZONE,1,72,32
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",24-02-2026 15:00,19.10078,72.87462,NO2,20,145,63
India,Maharashtra,Mumbai,"Khindipada-Bhandup West, Mumbai - IITM",24-02-2026 15:00,19.1653323,72.922099,NH3,3,5,4
India,Maharashtra,Navi Mumbai,"Sanpada, Navi Mumbai - MPCB",24-02-2026 15:00,19.0575752,73.0151367,PM10,82,195,122
India,Maharashtra,Navi Mumbai,"Sanpada, Navi Mumbai - MPCB",24-02-2026 15:00,19.0575752,73.0151367,CO,28,123,81
India,Maharashtra,Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",24-02-2026 15:00,19.02579,73.10297,PM10,38,112,78
India,Maharashtra,Navi Mumbai,"Sector-2E Kalamboli, Navi Mumbai - MPCB",24-02-2026 15:00,19.02579,73.10297,NH3,1,9,5
India,Maharashtra,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",24-02-2026 15:00,19.063,73.1209,NO2,19,55,34
India,Maharashtra,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",24-02-2026 15:00,19.063,73.1209,NH3,5,15,9
India,Maharashtra,Navi Mumbai,"Tondare-Taloja, Navi Mumbai - MPCB",24-02-2026 15:00,19.063,73.1209,SO2,3,5,3
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB",24-02-2026 15:00,19.265594,76.761463,PM2.5,18,37,26
India,Maharashtra,Parbhani,"Masoom Colony, Parbhani - MPCB",24-02-2026 15:00,19.265594,76.761463,NO2,10,14,12
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",24-02-2026 15:00,18.63673,73.82487,PM10,65,139,102
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB",24-02-2026 15:00,19.95022,73.73148,PM2.5,24,79,47
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB",24-02-2026 15:00,19.95022,73.73148,NO2,8,44,21
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB",24-02-2026 15:00,19.9591346,73.7788008,OZONE,3,50,28
India,Maharashtra,Navi Mumbai,"Kopripada-Vashi, Navi Mumbai - MPCB",24-02-2026 15:00,19.090337,73.014232,SO2,5,13,8
India,Maharashtra,Navi Mumbai,"Nerul, Navi Mumbai - MPCB",24-02-2026 15:00,19.008751,73.01662,PM2.5,93,178,125
India,Maharashtra,Navi Mumbai,"Nerul, Navi Mumbai - MPCB",24-02-2026 15:00,19.008751,73.01662,NO2,42,42,42
India,Maharashtra,Navi Mumbai,"Sanpada, Navi Mumbai - MPCB",24-02-2026 15:00,19.0575752,73.0151367,PM2.5,41,197,91
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB",24-02-2026 15:00,17.65439,75.90649,CO,16,50,27
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB",24-02-2026 15:00,17.65439,75.90649,OZONE,8,198,45
India,Maharashtra,Thane,"Upvan Fort, Thane - MPCB",24-02-2026 15:00,19.222279,72.957979,SO2,5,40,18
India,Maharashtra,Ulhasnagar,"Sidhi Vinayak Nagar, Ulhasnagar - MPCB",24-02-2026 15:00,19.235581,73.159121,PM10,82,167,132
India,Maharashtra,Virar,"Bolinj, Virar - MPCB",24-02-2026 15:00,19.445821,72.7988231,PM10,40,89,58
India,Maharashtra,Virar,"Bolinj, Virar - MPCB",24-02-2026 15:00,19.445821,72.7988231,SO2,5,27,14
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB",24-02-2026 15:00,18.63673,73.82487,NH3,4,24,10
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB",24-02-2026 15:00,18.59051,73.77946,CO,18,103,53
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB",24-02-2026 15:00,18.59051,73.77946,OZONE,1,145,49
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB",24-02-2026 15:00,18.616318,73.765797,NH3,6,13,9
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB",24-02-2026 15:00,18.616318,73.765797,OZONE,1,57,29
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",24-02-2026 15:00,21.152875,79.0517531,PM10,55,131,88
India,Maharashtra,Nagpur,"Opp GPO Civil Lines, Nagpur - MPCB",24-02-2026 15:00,21.152875,79.0517531,CO,14,98,46
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",24-02-2026 15:00,21.143383,79.048912,NO2,11,41,23
India,Maharashtra,Nagpur,"Ram Nagar, Nagpur - MPCB",24-02-2026 15:00,21.143383,79.048912,CO,14,42,29
India,Maharashtra,Nanded,"Sneh Nagar, Nanded - MPCB",24-02-2026 15:00,19.173852,77.296291,CO,16,28,22
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM",24-02-2026 15:00,18.530085,73.849598,OZONE,7,59,30
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB",24-02-2026 15:00,18.547056,73.826908,NO2,13,46,30
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB",24-02-2026 15:00,18.547056,73.826908,NH3,1,6,2
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB",24-02-2026 15:00,18.547056,73.826908,CO,12,79,41
India,Maharashtra,Pune,"Bhosari, Pune - IITM",24-02-2026 15:00,18.640051,73.848956,PM10,64,157,108
India,Maharashtra,Pune,"Bhumkar Nagar, Pune - IITM",24-02-2026 15:00,18.60577,73.749976,PM2.5,45,320,142
India,Maharashtra,Pune,"Bhumkar Nagar, Pune - IITM",24-02-2026 15:00,18.60577,73.749976,NO2,21,116,67
India,Maharashtra,Pune,"Hadapsar, Pune - IITM",24-02-2026 15:00,18.501793,73.927532,CO,13,112,69
India,Maharashtra,Sangli,"Vijay Nagar, Sangli - MPCB",24-02-2026 15:00,16.5038,74.3623,CO,19,67,31
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB",24-02-2026 15:00,17.6336264,75.9132495,NO2,6,45,17
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB",24-02-2026 15:00,18.45445,73.854155,CO,28,94,40
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM",24-02-2026 15:00,18.57304,73.927715,PM10,79,154,120
India,Maharashtra,Virar,"Bolinj, Virar - MPCB",24-02-2026 15:00,19.445821,72.7988231,CO,18,86,37
India,Maharashtra,Virar,"Bolinj, Virar - MPCB",24-02-2026 15:00,19.445821,72.7988231,OZONE,5,45,21
India,Meghalaya,Shillong,"JN Stadium, Shillong - Meghalaya PCB",24-02-2026 15:00,25.5803419,91.8942571,NO2,NA,NA,NA
India,Meghalaya,Shillong,"Lumpyngngad, Shillong - Meghalaya PCB",24-02-2026 15:00,25.5586,91.8985,CO,8,36,18
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB",24-02-2026 15:00,25.6635413,94.0989878,OZONE,3,22,13
